"Lounge","Terminal","Airport","card","Image","Credit Card","ID","Created Date","Updated Date","Owner"
"Bird lounge "," Domestic Terminal - Domestic departure","Jolly Grant Airport, Dehradun","NRI Royale Signature Kotak Visa Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1690288946693662516902889466936625AirportImage.webp&w=96&q=75",[],"34773af1-3fcd-4180-8ea8-62ea671f190e",2024-05-30T16:53:44Z,2024-05-30T16:53:44Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge A"," Domestic Terminal - Domestic Terminal","Chennai International Airport , Chennai","Lifestyle Home Centre SBI Card Prime","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"348d224e-b07b-4a8e-b40b-a4f36849c9b9",2024-05-30T16:53:53Z,2024-05-30T16:53:53Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge "," Terminal 1 - Domestic Departures, Terminal 1B","Chhatrapati Shivaji International Airport, Mumbai ","Axis Bank Reserve Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688023208094287116880232080942871AirportImage.webp&w=96&q=75",[],"3495cf56-0f96-4322-8854-f03a8bb5a6c6",2024-05-30T16:53:51Z,2024-05-30T16:53:51Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 1 - Domestic Departures","Indira Gandhi International Airport , New Delhi ","YES Private Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019357175430116880193571754301AirportImage.webp&w=96&q=75",[],"34d6c845-2e63-41dc-9ef0-6f6625e90fd4",2024-05-31T04:47:05Z,2024-05-31T04:47:05Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge A"," Domestic Terminal - Domestic Terminal","Chennai International Airport , Chennai","Kotak White Visa Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688021193414629416880211934146294AirportImage.png&w=96&q=75",[],"34ebc1b6-5dc8-4523-b7af-1fffa1aafd17",2024-05-30T16:53:50Z,2024-05-30T16:53:50Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Earth lounge"," Terminal 1 - Domestic Departures, Terminal 1","Cochin International Airport, Kochi","Kotak White Reserve Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688024955633740716880249556337407AirportImage.webp&w=96&q=75",[],"35006ece-33d4-4bcf-9b02-1b5a2840c5cd",2024-05-30T16:53:53Z,2024-05-30T16:53:53Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Earth lounge"," International Terminal - International Departures","Cochin International Airport, Kochi","YES First Preferred Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020252177969316880202521779693AirportImage.webp&w=96&q=75",[],"3501e435-b92f-4836-b696-0550e798bbe2",2024-05-30T16:53:51Z,2024-05-30T16:53:51Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel Club Lounge B"," Domestic Terminal - Domestic Terminal","Chennai International Airport , Chennai","Paytm HDFC Bank Select Business Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020366128135716880203661281357AirportImage.webp&w=96&q=75",[],"352b6904-91ff-4534-95da-43dcfea6c7a0",2024-05-30T16:53:52Z,2024-05-30T16:53:52Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge "," Domestic Terminal - Domestic Departures","Netaji Subhas Chandra Bose International Airport, Kolkata","HSBC Visa Platinum Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020366128135716880203661281357AirportImage.webp&w=96&q=75",[],"35772ac8-670c-40aa-8a63-6f40de138904",2024-05-30T16:53:53Z,2024-05-30T16:53:53Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus Lounge"," International Terminal - International Departures","Shaheed Bhagat Singh International Airport, Chandigarh","Kotak Infinite Credit card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687952014963344116879520149633441AirportImage.webp&w=96&q=75",[],"359f40e5-0d88-44fa-803c-be141743c6dd",2024-05-30T16:53:48Z,2024-05-30T16:53:48Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"BLR domestic lounge "," Terminal 1 - Domestic departure","Kempegowda International Airport, Bengaluru","Club Vistara SBI Master Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"35b1244d-ba2a-4e7d-b713-ac440104d123",2024-05-30T16:53:35Z,2024-05-30T16:53:35Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Earth lounge"," Terminal 1 - Domestic Departures, Terminal 1","Cochin International Airport, Kochi","Club Vistara SBI Master Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019357175430116880193571754301AirportImage.webp&w=96&q=75",[],"35b564c4-d8cb-4407-8b2a-ed50e39651d0",2024-05-30T16:53:35Z,2024-05-30T16:53:35Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus Lounge"," International Terminal - International Departures","Shaheed Bhagat Singh International Airport, Chandigarh","AU Bank Zenith Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020252177969316880202521779693AirportImage.webp&w=96&q=75",[],"35dba4be-f09f-471a-b85d-00e6845dee3e",2024-05-30T16:53:47Z,2024-05-30T16:53:47Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Aviserv lounge "," Terminal 2 - Terminal 2, Arrival Lounge","Chhatrapati Shivaji International Airport, Mumbai ","HSBC Premier Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1690288946693662516902889466936625AirportImage.webp&w=96&q=75",[],"35ef1613-1c4f-4f27-9279-3f09fe8e2f26",2024-05-30T16:53:43Z,2024-05-30T16:53:43Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus lounge "," Domestic Terminal - Domestic Terminal","Devi Ahilya Bai Holkar Airport, Indore","Club Vistara SBI Card PRIME Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"35fb769d-ce2b-4bf6-b381-02b5128e0039",2024-05-30T16:53:40Z,2024-05-30T16:53:40Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Mandarin lounge "," Domestic Terminal - Domestic Terminal","Dr. Babasaheb Ambedkar International Airport, Nagpur","Citi Prestige Master Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"35fd0ad6-0328-43af-b2c7-fb02d79091eb",2024-05-30T16:53:49Z,2024-05-30T16:53:49Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge New Terminal"," International Terminal - International Terminal","Chennai International Airport , Chennai","AU Bank Xcite Ultra Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688021193414629416880211934146294AirportImage.png&w=96&q=75",[],"360633d0-dbb6-48bd-ab31-c33ecdbb2cb1",2024-05-30T16:53:45Z,2024-05-30T16:53:45Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 2 - Domestic Departures","Indira Gandhi International Airport , New Delhi ","Club Vistara SBI Visa Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019554699202616880195546992026AirportImage.webp&w=96&q=75",[],"3613c112-6557-46d7-a19a-1a0477c02dbf",2024-05-30T16:53:39Z,2024-05-30T16:53:39Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 3 - International Departures","Indira Gandhi International Airport , New Delhi ","SBI Aurum Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020252177969316880202521779693AirportImage.webp&w=96&q=75",[],"362a63c0-9d3f-4477-bdab-7d5a095397b2",2024-05-30T16:53:34Z,2024-05-30T16:53:34Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge "," Terminal 1 - Domestic Departures, Terminal 1B","Chhatrapati Shivaji International Airport, Mumbai ","Standard Chartered Ultimate Visa Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688033420806202816880334208062028AirportImage.webp&w=96&q=75",[],"364999f7-e059-4a38-b4ae-2e086f8963d4",2024-05-30T16:53:39Z,2024-05-30T16:53:39Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Loyalty Lounge"," Terminal 2 - International Terminal","Chhatrapati Shivaji International Airport, Mumbai ","ICICI Bank Visa Signature Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019357175430116880193571754301AirportImage.webp&w=96&q=75",[],"366ffa41-2a0b-40b4-a576-7c03c315fc17",2024-05-30T16:53:36Z,2024-05-30T16:53:36Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Adani lounge"," Terminal 2 - Domestic Terminal ","Chhatrapati Shivaji International Airport, Mumbai ","Myntra Kotak Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688033420806202816880334208062028AirportImage.webp&w=96&q=75",[],"36a46b34-552e-4482-a1ac-d199fc573570",2024-05-30T16:53:39Z,2024-05-30T16:53:39Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Bird lounge "," Domestic Terminal - Domestic Terminal","Biju Patnaik International Airport , Bhubaneswar","Axis Bank Signature Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019554699202616880195546992026AirportImage.webp&w=96&q=75",[],"3708a623-c708-4dbe-91f6-8890aa4babb2",2024-05-30T16:53:46Z,2024-05-30T16:53:46Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus lounge "," Domestic Terminal - Domestic Terminal","Devi Ahilya Bai Holkar Airport, Indore","Samsung Axis Bank Infinite Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020252177969316880202521779693AirportImage.webp&w=96&q=75",[],"37261db6-c451-48ca-b21c-e3909c5e6719",2024-05-30T16:53:44Z,2024-05-30T16:53:44Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Good Times Lounge "," Domestic Terminal - Domestic Terminal","Dabolim Airport, Goa ","ICICI Bank Expressions Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019357175430116880193571754301AirportImage.webp&w=96&q=75",[],"373646ed-9c93-4217-9750-2d7d53bad539",2024-05-30T16:53:37Z,2024-05-30T16:53:37Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Bird lounge "," Domestic Terminal - Domestic departure","Jolly Grant Airport, Dehradun","SBI ELITE Visa Signature Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020454391397016880204543913970AirportImage.webp&w=96&q=75",[],"37371aef-066d-4a73-a6b3-19f29c19136d",2024-05-30T16:53:54Z,2024-05-30T16:53:54Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Oasis lounge"," Terminal 1 - Domestic Departures ","Chhatrapati Shivaji International Airport, Mumbai ","AU Bank Vetta Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687952014963344116879520149633441AirportImage.webp&w=96&q=75",[],"3757bb07-142a-4ecf-8b72-d59b19665cff",2024-05-30T16:53:46Z,2024-05-30T16:53:46Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Earth lounge"," Terminal 1 - Domestic Departures, Terminal 1","Cochin International Airport, Kochi","Club Vistara SBI Card PRIME Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687952014963344116879520149633441AirportImage.webp&w=96&q=75",[],"37671963-ea9b-42c7-ac36-dfb332a5d98c",2024-05-30T16:53:40Z,2024-05-30T16:53:40Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Bird lounge "," Domestic Terminal - Domestic departure","Jolly Grant Airport, Dehradun","Kotak Zen Signature Visa Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"37ab6cdf-4f3e-4500-b58d-6b88713c7904",2024-05-30T16:53:36Z,2024-05-30T16:53:36Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Mandarin lounge "," Domestic Terminal - Domestic Terminal","Dr. Babasaheb Ambedkar International Airport, Nagpur","Standard Chartered EaseMyTrip Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688023208094287116880232080942871AirportImage.webp&w=96&q=75",[],"37bd0e82-d4c0-4a09-9dd1-a22480e4a62e",2024-05-30T16:53:55Z,2024-05-30T16:53:55Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge "," Terminal 2 - Domestic Departure, Terminal 2","Chhatrapati Shivaji International Airport, Mumbai ","Standard Chartered EaseMyTrip Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020366128135716880203661281357AirportImage.webp&w=96&q=75",[],"37f9d8c6-868f-44d4-a9ba-9f0af83e98b9",2024-05-30T16:53:55Z,2024-05-30T16:53:55Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Earth lounge"," International Terminal - International Departures","Cochin International Airport, Kochi","ICICI Bank Emeralde MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687953945909818916879539459098189AirportImage.webp&w=96&q=75",[],"3809c175-41c4-442d-a525-2359f1dd4bc3",2024-05-30T16:53:47Z,2024-05-30T16:53:47Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 3 - Domestic Departure","Indira Gandhi International Airport , New Delhi ","SpiceJet Axis Bank Voyage Black Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687952014963344116879520149633441AirportImage.webp&w=96&q=75",[],"3817f73a-92b1-4e3e-af8e-5453716734fd",2024-05-30T16:53:54Z,2024-05-30T16:53:54Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 2 - Domestic Departures","Indira Gandhi International Airport , New Delhi ","American Express Platinum Travel Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688023208094287116880232080942871AirportImage.webp&w=96&q=75",[],"38774504-52a2-407e-a6ef-53f3ef6f9869",2024-05-30T16:53:51Z,2024-05-30T16:53:51Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Loyalty Lounge"," Terminal 2 - International Terminal","Chhatrapati Shivaji International Airport, Mumbai ","ICICI Bank Emeralde MasterCard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020904163860416880209041638604AirportImage.webp&w=96&q=75",[],"38b2750c-569d-40e9-95bc-3b5ab17428dc",2024-05-30T16:53:47Z,2024-05-30T16:53:47Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Mandarin lounge "," Domestic Terminal - Domestic Terminal","Dr. Babasaheb Ambedkar International Airport, Nagpur","Samsung Axis Bank Infinite Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687952014963344116879520149633441AirportImage.webp&w=96&q=75",[],"38cfac04-7820-40ea-8df9-213de1d3a980",2024-05-30T16:53:44Z,2024-05-30T16:53:44Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Oasis lounge"," Terminal 1 - Domestic Departures ","Chhatrapati Shivaji International Airport, Mumbai ","Lifestyle Home Centre SBI Card Prime","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687952014963344116879520149633441AirportImage.webp&w=96&q=75",[],"3927bfb8-6ec2-41b4-9823-82ae8df06c80",2024-05-30T16:53:53Z,2024-05-30T16:53:53Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus Lounge"," International Terminal - International Departures","Shaheed Bhagat Singh International Airport, Chandigarh","SBI Aurum Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687953945909818916879539459098189AirportImage.webp&w=96&q=75",[],"392a4edd-ec63-4b9d-82f8-7e1fe83ffe9d",2024-05-30T16:53:34Z,2024-05-30T16:53:34Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 1 - Domestic Departures","Indira Gandhi International Airport , New Delhi ","Club Vistara SBI Card PRIME Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019357175430116880193571754301AirportImage.webp&w=96&q=75",[],"3936f81d-9d8c-445d-bf7d-334185b13ed4",2024-05-30T16:53:40Z,2024-05-30T16:53:40Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Adani lounge"," Terminal 2 - Domestic Terminal ","Chhatrapati Shivaji International Airport, Mumbai ","Kotak White Visa Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688127311287618716881273112876187AirportImage.webp&w=96&q=75",[],"396339d1-898e-4c7f-9a5d-f7ccd59801d9",2024-05-30T16:53:50Z,2024-05-30T16:53:50Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge "," Domestic Terminal - Domestic Departures","Netaji Subhas Chandra Bose International Airport, Kolkata","Axis Bank Rewards Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019554699202616880195546992026AirportImage.webp&w=96&q=75",[],"397774b8-d21b-486b-8f2e-b973c1cb1ce9",2024-05-30T16:53:38Z,2024-05-30T16:53:38Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge New Terminal"," International Terminal - International Terminal","Chennai International Airport , Chennai","ICICI Bank Visa Signature Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687953945909818916879539459098189AirportImage.webp&w=96&q=75",[],"39d56436-2b97-43f2-af23-317428fc1548",2024-05-30T16:53:36Z,2024-05-30T16:53:36Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge "," Terminal 1 - Domestic Departures, Terminal 1B","Chhatrapati Shivaji International Airport, Mumbai ","SBI ELITE Visa Signature Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1687952014963344116879520149633441AirportImage.webp&w=96&q=75",[],"39df2446-1806-4b8b-a3a6-8434230666d1",2024-05-30T16:53:54Z,2024-05-30T16:53:54Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"080 International Lounge"," Terminal 1 - International Terminal","Kempegowda International Airport, Bengaluru","American Express Platinum Charge Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019554699202616880195546992026AirportImage.webp&w=96&q=75",[],"39efed9f-d6a3-42e5-a89b-4fe8a176617a",2024-05-30T16:53:53Z,2024-05-30T16:53:53Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Primus lounge "," Domestic Terminal - Domestic Terminal","Lokpriya Gopinath Bordoloi International Airport, Guwahati","ICICI Bank Coral Rupay Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688019357175430116880193571754301AirportImage.webp&w=96&q=75",[],"39fbcc36-bd2e-4274-b00d-ba8951c28982",2024-05-30T16:53:48Z,2024-05-30T16:53:48Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Mandarin lounge "," Domestic Terminal - Domestic Terminal","Dr. Babasaheb Ambedkar International Airport, Nagpur","SpiceJet Axis Bank Voyage Black Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020939053513416880209390535134AirportImage.webp&w=96&q=75",[],"3a14c398-ea72-49ed-9964-6d0b30bfc006",2024-05-30T16:53:54Z,2024-05-30T16:53:54Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Earth lounge"," Terminal 1 - Domestic Departures, Terminal 1","Cochin International Airport, Kochi","SBI Prime Master Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020252177969316880202521779693AirportImage.webp&w=96&q=75",[],"3a30814c-6f8b-4012-b20d-9aeca64a38a1",2024-05-30T16:53:49Z,2024-05-30T16:53:49Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Travel club lounge Old Terminal"," International Terminal - International Terminal","Chennai International Airport , Chennai","ICICI Bank Coral Rupay Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688024955633740716880249556337407AirportImage.webp&w=96&q=75",[],"3a9f30ce-5e1d-4baf-a132-56961c53a9b6",2024-05-30T16:53:49Z,2024-05-30T16:53:49Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Encalm Lounge"," Terminal 3 - Domestic Departure","Indira Gandhi International Airport , New Delhi ","YES Premia Mastercard","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688023208094287116880232080942871AirportImage.webp&w=96&q=75",[],"3ab1c750-6316-44d9-b6fc-dee8ba8b5b6a",2024-05-30T16:53:47Z,2024-05-30T16:53:47Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Earth lounge"," Terminal 1 - Domestic Departures, Terminal 1","Cochin International Airport, Kochi","YES Private Prime Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020048192079016880200481920790AirportImage.webp&w=96&q=75",[],"3ab2b873-c96a-48e3-a9eb-628e4b5c54e6",2024-05-30T16:53:37Z,2024-05-30T16:53:37Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
"Bird lounge "," Domestic Terminal - Domestic Terminal","Biju Patnaik International Airport , Bhubaneswar","ICICI Bank Visa Signature Credit Card","https://www.loungeaccess.in//_next/image?url=%2Fimages%2F1688020366128135716880203661281357AirportImage.webp&w=96&q=75",[],"3adc0eb4-7bcc-44d9-9024-8644c5906d5c",2024-05-30T16:53:36Z,2024-05-30T16:53:36Z,"0159b75f-6ea6-4c8e-b0f9-3840c4431a06"
